INITIAL_RANDOM
1.0000000000 -0.0000000000
0.9999383162 0.0000073674
0.9997532802 0.0000294943
0.9994449375 0.0000664537
0.9990133642 0.0001183643
0.9984586669 0.0001853859
0.9977809823 0.0002677134
0.9969804777 0.0003655692
0.9960573507 0.0004791948
0.9950118289 0.0006088417
0.9938441703 0.0007547613
0.9925546631 0.0009171950
0.9911436254 0.0010963648
0.9896114053 0.0012924640
0.9879583810 0.0015056485
0.9861849602 0.0017360302
0.9842915806 0.0019836706
0.9822787092 0.0022485764
0.9801468428 0.0025306968
0.9778965074 0.0028299217
0.9755282581 0.0031460828
0.9730426794 0.0034789549
0.9704403845 0.0038282592
0.9677220154 0.0041936684
0.9648882429 0.0045748119
0.9619397663 0.0049712826
0.9588773128 0.0053826437
0.9557016383 0.0058084367
0.9524135262 0.0062481887
0.9490137879 0.0067014204
0.9455032621 0.0071676529
0.9418828150 0.0076464150
0.9381533400 0.0081372491
0.9343157572 0.0086397173
0.9303710135 0.0091534058
0.9263200822 0.0096779287
0.9221639628 0.0102129322
0.9179036807 0.0107580958
0.9135402871 0.0113131353
0.9090748587 0.0118778031
0.9045084972 0.0124518894
0.8998423292 0.0130352217
0.8950775062 0.0136276656
0.8902152037 0.0142291232
0.8852566214 0.0148395329
0.8802029828 0.0154588685
0.8750555348 0.0160871374
0.8698155475 0.0167243796
0.8644843137 0.0173706659
0.8590631489 0.0180260954
0.8535533906 0.0186907934
0.8479563983 0.0193649085
0.8422735530 0.0200486085
0.8365062568 0.0207420767
0.8306559327 0.0214455070
0.8247240242 0.0221590979
0.8187119949 0.0228830460
0.8126213282 0.0236175394
0.8064535268 0.0243627490
0.8002101127 0.0251188204
0.7938926261 0.0258858646
0.7875026260 0.0266639484
0.7810416889 0.0274530852
0.7745114090 0.0282532250
0.7679133975 0.0290642456
0.7612492824 0.0298859434
0.7545207079 0.0307180266
0.7477293342 0.0315601075
0.7408768371 0.0324116981
0.7339649071 0.0332722062
0.7269952499 0.0341409335
0.7199695849 0.0350170762
0.7128896458 0.0358997269
0.7057571793 0.0367878790
0.6985739453 0.0376804331
0.6913417162 0.0385762057
0.6840622763 0.0394739387
0.6767374219 0.0403723120
0.6693689601 0.0412699558
0.6619587091 0.0421654653
