ADAPTIVE_LEVEL_14_OPTIMIZED
1.0000000000 -0.0000000000
0.9999383162 0.0000073674
0.9997532802 0.0000294943
0.9994449375 0.0000664540
0.9990133642 0.0001183670
0.9984586669 0.0001854018
0.9977809823 0.0002677803
0.9969804777 0.0003657928
0.9960573507 0.0004798255
0.9950118289 0.0006104001
0.9938441703 0.0007582232
0.9925546631 0.0009242376
0.9911436254 0.0011096597
0.9896114053 0.0013159867
0.9879583810 0.0015449527
0.9861849602 0.0017984170
0.9842915806 0.0020781790
0.9822787092 0.0023857258
0.9801468428 0.0027219401
0.9778965074 0.0030868087
0.9755282581 0.0034791885
0.9730426794 0.0038966827
0.9704403845 0.0043356706
0.9677220154 0.0047915118
0.9648882429 0.0052589091
0.9619397663 0.0057323899
0.9588773128 0.0062068342
0.9557016383 0.0066779713
0.9524135262 0.0071427700
0.9490137879 0.0075996674
0.9455032621 0.0080486127
0.9418828150 0.0084909323
0.9381533400 0.0089290527
0.9343157572 0.0093661347
0.9303710135 0.0098056786
0.9263200822 0.0102511550
0.9221639628 0.0107057020
0.9179036807 0.0111719127
0.9135402871 0.0116517192
0.9090748587 0.0121463646
0.9045084972 0.0126564454
0.8998423292 0.0131820019
0.8950775062 0.0137226359
0.8902152037 0.0142776338
0.8852566214 0.0148460841
0.8802029828 0.0154269777
0.8750555348 0.0160192879
0.8698155475 0.0166220280
0.8644843137 0.0172342899
0.8590631489 0.0178552653
0.8535533906 0.0184842537
0.8479563983 0.0191206615
0.8422735530 0.0197639938
0.8365062568 0.0204138432
0.8306559327 0.0210698762
0.8247240242 0.0217318195
0.8187119949 0.0223994456
0.8126213282 0.0230725605
0.8064535268 0.0237509907
0.8002101127 0.0244345725
0.7938926261 0.0251231418
0.7875026260 0.0258165243
0.7810416889 0.0265145278
0.7745114090 0.0272169342
0.7679133975 0.0279234934
0.7612492824 0.0286339176
0.7545207079 0.0293478772
0.7477293342 0.0300649975
0.7408768371 0.0307848573
0.7339649071 0.0315069882
0.7269952499 0.0322308767
0.7199695849 0.0329559663
0.7128896458 0.0336816626
0.7057571793 0.0344073393
0.6985739453 0.0351323456
0.6913417162 0.0358560154
0.6840622763 0.0365776770
0.6767374219 0.0372966640
0.6693689601 0.0380123267
